source,voter_name,position,book_title,book_author,year,source_url,voter_type,overall_rank,openLibraryId
Top Ten Books,Sue Miller,5,Lucy Gayheart,Willa Cather,1935,https://www.toptenbooks.net/books/sue-miller,,,
Top Ten Books,Sue Miller,6,McKay's Bees,Thomas McMahon,1979,https://www.toptenbooks.net/books/sue-miller,,,
Top Ten Books,Sue Miller,7,The Little Disturbances of Man,Grace Paley,1959,https://www.toptenbooks.net/books/sue-miller,,,
Top Ten Books,Sue Miller,8,A High Wind in Jamaica,Richard Hughes,1929,https://www.toptenbooks.net/books/sue-miller,,,
Top Ten Books,Sue Miller,9,Jane Eyre,Charlotte Bronte,1847,https://www.toptenbooks.net/books/sue-miller,,,
Top Ten Books,Sue Miller,10,Starting Out in the Evening,Brian Morton,1997,https://www.toptenbooks.net/books/sue-miller,,,
Top Ten Books,William Boyd,1,My Life and Other Stories,Anton Chekhov,1860-1906,https://www.toptenbooks.net/books/william-boyds-top-ten-list,,,
Top Ten Books,William Boyd,2,Pale Fire,Vladimir Nabokov,1962,https://www.toptenbooks.net/books/william-boyds-top-ten-list,,,
Top Ten Books,William Boyd,3,A Far Cry from Kensington,Muriel Spark,1988,https://www.toptenbooks.net/books/william-boyds-top-ten-list,,,
Top Ten Books,William Boyd,4,Our Mutual Friend,Charles Dickens,1864-65,https://www.toptenbooks.net/books/william-boyds-top-ten-list,,,
Top Ten Books,William Boyd,5,Collected Poems of Elizabeth Bishop,,1911-79,https://www.toptenbooks.net/books/william-boyds-top-ten-list,,,
Top Ten Books,William Boyd,6,Scoop,Evelyn Waugh,1938,https://www.toptenbooks.net/books/william-boyds-top-ten-list,,,
Top Ten Books,William Boyd,7,Couples,John Updike,1968,https://www.toptenbooks.net/books/william-boyds-top-ten-list,,,
Top Ten Books,William Boyd,8,The Life of Henri Brulard,Stendhal,1890,https://www.toptenbooks.net/books/william-boyds-top-ten-list,,,
Top Ten Books,William Boyd,9,The Bottle Factory Outing,Beryl Bainbridge,1974,https://www.toptenbooks.net/books/william-boyds-top-ten-list,,,
Top Ten Books,William Boyd,10,The Heart of the Matter,Graham Greene,1948,https://www.toptenbooks.net/books/william-boyds-top-ten-list,,,
Top Ten Books,Brad Watson,1,Stories of Flannery O'Connor,,1925-64,https://www.toptenbooks.net/brad-watson,,,
Top Ten Books,Brad Watson,2,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,1985,https://www.toptenbooks.net/brad-watson,,,
Top Ten Books,Brad Watson,3,Airships,Barry Hannah,1978,https://www.toptenbooks.net/brad-watson,,,
Top Ten Books,Brad Watson,4,"So Long, See You Tomorrow",William Maxwell,1979,https://www.toptenbooks.net/brad-watson,,,
Top Ten Books,Brad Watson,5,The Death of A Beekeeper,Lars Gustafsson,1978,https://www.toptenbooks.net/brad-watson,,,
Top Ten Books,Brad Watson,6,My Ántonia,Willa Cather,1918,https://www.toptenbooks.net/brad-watson,,,
Top Ten Books,Brad Watson,7,Wolf Whistle,Lewis Nordan,1993,https://www.toptenbooks.net/brad-watson,,,
Top Ten Books,Brad Watson,8,As I Lay Dying,William Faulkner,1930,https://www.toptenbooks.net/brad-watson,,,
Top Ten Books,Brad Watson,9,With,Donald Harrington,2004,https://www.toptenbooks.net/brad-watson,,,
Top Ten Books,Brad Watson,10,Taking Care,Joy Williams,1982,https://www.toptenbooks.net/brad-watson,,,
Top Ten Books,Bret Easton Ellis,1,Sentimental Education: The Story of a Young Man,Gustave Flaubert,1869,https://www.toptenbooks.net/bret-easton-ellis,,,
Top Ten Books,Bret Easton Ellis,2,Anna Karenina,Leo Tolstoy,1877,https://www.toptenbooks.net/bret-easton-ellis,,,
Top Ten Books,Bret Easton Ellis,3,Middlemarch,George Eliot,1871-72,https://www.toptenbooks.net/bret-easton-ellis,,,
Top Ten Books,Bret Easton Ellis,4,Lolita,Vladimir Nabokov,1955,https://www.toptenbooks.net/bret-easton-ellis,,,
Top Ten Books,Bret Easton Ellis,5,The Great Gatsby,F. Scott Fitzgerald,1925,https://www.toptenbooks.net/bret-easton-ellis,,,
Top Ten Books,Bret Easton Ellis,6,Madame Bovary,Gustave Flaubert,1857,https://www.toptenbooks.net/bret-easton-ellis,,,
Top Ten Books,Bret Easton Ellis,7,Ulysses,James Joyce,1922,https://www.toptenbooks.net/bret-easton-ellis,,,
Top Ten Books,Bret Easton Ellis,8,Rabbit Angstrom,John Updike,,https://www.toptenbooks.net/bret-easton-ellis,,,
Top Ten Books,Bret Easton Ellis,8,"Rabbit, Run",John Updike,1960,https://www.toptenbooks.net/bret-easton-ellis,,,
Top Ten Books,Bret Easton Ellis,8,Rabbit Redux,John Updike,1971,https://www.toptenbooks.net/bret-easton-ellis,,,
Top Ten Books,Bret Easton Ellis,8,Rabbit Is Rich,John Updike,1981,https://www.toptenbooks.net/bret-easton-ellis,,,
Top Ten Books,Bret Easton Ellis,8,Rabbit at Rest,John Updike,1990,https://www.toptenbooks.net/bret-easton-ellis,,,
Top Ten Books,Bret Easton Ellis,9,Vanity Fair,William Makepeace Thackeray,1847-48,https://www.toptenbooks.net/bret-easton-ellis,,,
Top Ten Books,Bret Easton Ellis,10,Moby-Dick,Herman Melville,1851,https://www.toptenbooks.net/bret-easton-ellis,,,
Top Ten Books,Carl Hiaasen,1,Catch-22,Joseph Heller,1962,https://www.toptenbooks.net/carl-hiaasen,,,
Top Ten Books,Carl Hiaasen,2,Adventures of Huckleberry Finn,Mark Twain,1884,https://www.toptenbooks.net/carl-hiaasen,,,
Top Ten Books,Carl Hiaasen,3,The Catcher in the Rye,J. D. Salinger,1951,https://www.toptenbooks.net/carl-hiaasen,,,
Top Ten Books,Carl Hiaasen,4,The Comedians,Graham Greene,1966,https://www.toptenbooks.net/carl-hiaasen,,,
Top Ten Books,Carl Hiaasen,5,Slaughterhouse-Five,Kurt Vonnegut,1969,https://www.toptenbooks.net/carl-hiaasen,,,
Top Ten Books,Carl Hiaasen,6,Stories of Franz Kafka,,1883-1924,https://www.toptenbooks.net/carl-hiaasen,,,
Top Ten Books,Carl Hiaasen,7,The Big Sleep,Raymond Chandler,1939,https://www.toptenbooks.net/carl-hiaasen,,,
Top Ten Books,Carl Hiaasen,8,Ninety-two in the Shade,Thomas McGuane,1973,https://www.toptenbooks.net/carl-hiaasen,,,
Top Ten Books,Carl Hiaasen,9,Stories of Flannery O’Connor,,1925-64,https://www.toptenbooks.net/carl-hiaasen,,,
Top Ten Books,Carl Hiaasen,10,Money,Martin Amis,1984,https://www.toptenbooks.net/carl-hiaasen,,,
Top Ten Books,Cathleen Schine,1,Emma,Jane Austen,1816,https://www.toptenbooks.net/cathleen-schine,,,
Top Ten Books,Cathleen Schine,2,Leaves of Grass,Walt Whitman,1855-91,https://www.toptenbooks.net/cathleen-schine,,,
Top Ten Books,Cathleen Schine,3,War and Peace,Leo Tolstoy,1869,https://www.toptenbooks.net/cathleen-schine,,,
Top Ten Books,Cathleen Schine,4,Phineas Finn: The Irish Member,Anthony Trollope,1869,https://www.toptenbooks.net/cathleen-schine,,,
Top Ten Books,Cathleen Schine,5,Our Mutual Friend,Charles Dickens,1864-65,https://www.toptenbooks.net/cathleen-schine,,,
Top Ten Books,Cathleen Schine,6,Quartet in Autumn,Barbara Pym,1977,https://www.toptenbooks.net/cathleen-schine,,,
Top Ten Books,Cathleen Schine,7,Adventures of Huckleberry Finn,Mark Twain,1884,https://www.toptenbooks.net/cathleen-schine,,,
Top Ten Books,Cathleen Schine,8,Stories of Alice Munro,,,https://www.toptenbooks.net/cathleen-schine,,,
Top Ten Books,Cathleen Schine,9,The Makioka Sisters,Junichiro Tanizaki,1943-48,https://www.toptenbooks.net/cathleen-schine,,,
Top Ten Books,Cathleen Schine,10,Pictures from an Institution,Randall Jarrell,1954,https://www.toptenbooks.net/cathleen-schine,,,
Top Ten Books,Charles Palliser,1,Adolphe,Benjamin Constant,1816,https://www.toptenbooks.net/charles-palliser,,,
Top Ten Books,Charles Palliser,2,At Swim-Two-Birds,Flann O'Brien,1939,https://www.toptenbooks.net/charles-palliser,,,
Top Ten Books,Charles Palliser,3,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,1824,https://www.toptenbooks.net/charles-palliser,,,
Top Ten Books,Charles Palliser,4,Anton Reiser,Karl Philipp Moritz,1785-90,https://www.toptenbooks.net/charles-palliser,,,
Top Ten Books,Charles Palliser,5,The Golovlyev Family,Mikhail Saltykov,1876,https://www.toptenbooks.net/charles-palliser,,,
Top Ten Books,Charles Palliser,6,The Slaves of Solitude,Patrick Hamilton,1947,https://www.toptenbooks.net/charles-palliser,,,
Top Ten Books,Charles Palliser,7,The Tale of the Genji,Shikibu Murasaki,,https://www.toptenbooks.net/charles-palliser,,,
Top Ten Books,Charles Palliser,8,The Dukays,Lajos Zilahy,1949,https://www.toptenbooks.net/charles-palliser,,,
Top Ten Books,Charles Palliser,9,Effi Briest,Theodor Fontane,1896,https://www.toptenbooks.net/charles-palliser,,,
Top Ten Books,Charles Palliser,10,The Maias,Eca de Queiroz,1888,https://www.toptenbooks.net/charles-palliser,,,
Top Ten Books,Chitra Divakaruni,1,Bhagavadgita,,,https://www.toptenbooks.net/chitra-divakaruni,,,
Top Ten Books,Chitra Divakaruni,2,Mahabharata,,,https://www.toptenbooks.net/chitra-divakaruni,,,
Top Ten Books,Chitra Divakaruni,3,Galpo Guccho,Rabindranath Tagore,1912,https://www.toptenbooks.net/chitra-divakaruni,,,
Top Ten Books,Chitra Divakaruni,4,Anna Karenina,Leo Tolstoy,1877,https://www.toptenbooks.net/chitra-divakaruni,,,
Top Ten Books,Chitra Divakaruni,5,The Lord of the Rings,J. R. R. Tolkien,1954-56,https://www.toptenbooks.net/chitra-divakaruni,,,
Top Ten Books,Chitra Divakaruni,6,His Dark Materials,Philip Pullman,1995-2000,https://www.toptenbooks.net/chitra-divakaruni,,,
Top Ten Books,Chitra Divakaruni,7,One Hundred Years of Solitude,Gabriel García Márquez,1967,https://www.toptenbooks.net/chitra-divakaruni,,,
Top Ten Books,Chitra Divakaruni,8,The Handmaid's Tale,Margaret Atwood,1986,https://www.toptenbooks.net/chitra-divakaruni,,,
Top Ten Books,Chitra Divakaruni,9,The Selected Poems of Pablo Neruda,,1970,https://www.toptenbooks.net/chitra-divakaruni,,,
Top Ten Books,Chitra Divakaruni,10,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,1997,https://www.toptenbooks.net/chitra-divakaruni,,,
Top Ten Books,Chris Bohjalian,1,The Divine Comedy,Dante Alighieri,1321,https://www.toptenbooks.net/chris-bohjalian,,,
Top Ten Books,Chris Bohjalian,2,Ulysses,James Joyce,1922,https://www.toptenbooks.net/chris-bohjalian,,,
Top Ten Books,Chris Bohjalian,3,Great Expectations,Charles Dickens,1860-61,https://www.toptenbooks.net/chris-bohjalian,,,
Top Ten Books,Chris Bohjalian,4,Anna Karenina,Leo Tolstoy,1877,https://www.toptenbooks.net/chris-bohjalian,,,
Top Ten Books,Chris Bohjalian,5,The Great Gatsby,F. Scott Fitzgerald,1925,https://www.toptenbooks.net/chris-bohjalian,,,
Top Ten Books,Chris Bohjalian,6,To Kill a Mockingbird,Harper Lee,1960,https://www.toptenbooks.net/chris-bohjalian,,,
Top Ten Books,Chris Bohjalian,7,Jane Eyre,Charlotte Brontë,1847,https://www.toptenbooks.net/chris-bohjalian,,,
Top Ten Books,Chris Bohjalian,8,Adventures of Huckleberry Finn,Mark Twain,1884,https://www.toptenbooks.net/chris-bohjalian,,,
Top Ten Books,Chris Bohjalian,9,Invisible Man,Ralph Ellison,1952,https://www.toptenbooks.net/chris-bohjalian,,,
Top Ten Books,Chris Bohjalian,10,Les Misérables,Victor Hugo,1862,https://www.toptenbooks.net/chris-bohjalian,,,
Top Ten Books,Christopher Bollen,1,The Great Gatsby,F. Scott Fitzgerald,1925,https://www.toptenbooks.net/christopher-bollen,,,
Top Ten Books,Christopher Bollen,2,Howards End,E. M. Forster,1921,https://www.toptenbooks.net/christopher-bollen,,,
Top Ten Books,Christopher Bollen,3,The Satanic Verses,Salman Rushdie,1988,https://www.toptenbooks.net/christopher-bollen,,,
Top Ten Books,Christopher Bollen,4,The Waves,Virginia Woolf,1931,https://www.toptenbooks.net/christopher-bollen,,,
Top Ten Books,Christopher Bollen,5,The Executioner's Song,Norman Mailer,1979,https://www.toptenbooks.net/christopher-bollen,,,
Top Ten Books,Christopher Bollen,6,The Decameron,Giovanni Boccaccio,1351-53,https://www.toptenbooks.net/christopher-bollen,,,
Top Ten Books,Christopher Bollen,7,In Cold Blood,Truman Capote,1966,https://www.toptenbooks.net/christopher-bollen,,,
Top Ten Books,Christopher Bollen,8,The Quiet American,Graham Greene,1956,https://www.toptenbooks.net/christopher-bollen,,,
Top Ten Books,Christopher Bollen,9,The Bacchae,Euripides,,https://www.toptenbooks.net/christopher-bollen,,,
Top Ten Books,Christopher Bollen,10,The Talented Mr. Ripley,Patricia Highsmith,1955,https://www.toptenbooks.net/christopher-bollen,,,
Top Ten Books,Claire Messud,1,Pride and Prejudice,Jane Austen,1813,https://www.toptenbooks.net/claire-messud,,,
Top Ten Books,Claire Messud,2,In Search of Lost Time,Marcel Proust,1913-27,https://www.toptenbooks.net/claire-messud,,,
Top Ten Books,Claire Messud,3,The Portrait of a Lady,Henry James,1881,https://www.toptenbooks.net/claire-messud,,,
Top Ten Books,Claire Messud,4,Madame Bovary,Gustave Flaubert,1857,https://www.toptenbooks.net/claire-messud,,,
Top Ten Books,Claire Messud,5,Anna Karenina,Leo Tolstoy,1877,https://www.toptenbooks.net/claire-messud,,,
Top Ten Books,Claire Messud,6,The Possessed,Fyodor Dostoevsky,1872,https://www.toptenbooks.net/claire-messud,,,
Top Ten Books,Claire Messud,7,Confessions of Zeno,Italo Svevo,1923,https://www.toptenbooks.net/claire-messud,,,
Top Ten Books,Claire Messud,8,A House for Mr. Biswas,V. S. Naipaul,1961,https://www.toptenbooks.net/claire-messud,,,
Top Ten Books,Claire Messud,9,The Loser,Thomas Bernhard,1983,https://www.toptenbooks.net/claire-messud,,,
Top Ten Books,Claire Messud,10,Oscar and Lucinda,Peter Carey,1988,https://www.toptenbooks.net/claire-messud,,,
Top Ten Books,Clyde Edgerton,1,Hamlet,William Shakespeare,1600,https://www.toptenbooks.net/clyde-edgerton,,,
Top Ten Books,Clyde Edgerton,2,Don Quixote,Miguel de Cervantes,,https://www.toptenbooks.net/clyde-edgerton,,,
Top Ten Books,Clyde Edgerton,3,The Canterbury Tales,Geoffrey Chaucer,,https://www.toptenbooks.net/clyde-edgerton,,,
Top Ten Books,Clyde Edgerton,4,Adventures of Huckleberry Finn,Mark Twain,1884,https://www.toptenbooks.net/clyde-edgerton,,,
Top Ten Books,Clyde Edgerton,5,Light in August,William Faulkner,1932,https://www.toptenbooks.net/clyde-edgerton,,,
Top Ten Books,Clyde Edgerton,6,The stories of Flannery O'Connor,,1925-64,https://www.toptenbooks.net/clyde-edgerton,,,
Top Ten Books,Clyde Edgerton,7,As I Lay Dying,William Faulkner,1930,https://www.toptenbooks.net/clyde-edgerton,,,
Top Ten Books,Clyde Edgerton,8,Death of a Salesman,Arthur Miller,1949,https://www.toptenbooks.net/clyde-edgerton,,,
Top Ten Books,Clyde Edgerton,9,The stories of Ernest Hemingway,,1899-1961,https://www.toptenbooks.net/clyde-edgerton,,,
Top Ten Books,Craig Nova,1,The Great Gatsby,F. Scott Fitzgerald,1925,https://www.toptenbooks.net/craig-nova,,,
Top Ten Books,Craig Nova,2,The Good Soldier,Ford Madox Ford,1915,https://www.toptenbooks.net/craig-nova,,,
Top Ten Books,Craig Nova,3,Parade's End,Ford Madox Ford,1928,https://www.toptenbooks.net/craig-nova,,,
Top Ten Books,Craig Nova,4,One Hundred Years of Solitude,Gabriel García Márquez,1967,https://www.toptenbooks.net/craig-nova,,,
Top Ten Books,Craig Nova,5,The Brothers Karamazov,Fyodor Dostoevsky,1880,https://www.toptenbooks.net/craig-nova,,,
Top Ten Books,Craig Nova,6,War and Peace,Leo Tolstoy,1869,https://www.toptenbooks.net/craig-nova,,,
Top Ten Books,Craig Nova,7,Death Comes for the Archbishop,Willa Cather,1927,https://www.toptenbooks.net/craig-nova,,,
Top Ten Books,Craig Nova,8,Jazz,Toni Morrison,1992,https://www.toptenbooks.net/craig-nova,,,
Top Ten Books,Craig Nova,9,The Plague,Albert Camus,1947,https://www.toptenbooks.net/craig-nova,,,
Top Ten Books,Craig Nova,10,Great Expectations,Charles Dickens,1860-61,https://www.toptenbooks.net/craig-nova,,,
Top Ten Books,Dani Shapiro,1,Mrs. Dalloway,Virginia Woolf,1925,https://www.toptenbooks.net/dani-shapiro,,,
Top Ten Books,Dani Shapiro,2,Stop-Time,Frank Conroy,1967,https://www.toptenbooks.net/dani-shapiro,,,
Top Ten Books,Dani Shapiro,3,Saturday,Ian McEwan,2005,https://www.toptenbooks.net/dani-shapiro,,,
Top Ten Books,Dani Shapiro,4,Sleepless Nights,Elizabeth Hardwick,1979,https://www.toptenbooks.net/dani-shapiro,,,
Top Ten Books,Dani Shapiro,5,Speedboat,Renata Adler,1976,https://www.toptenbooks.net/dani-shapiro,,,
Top Ten Books,Dani Shapiro,6,The Furies,Janet Hobhouse,1993,https://www.toptenbooks.net/dani-shapiro,,,
Top Ten Books,Dani Shapiro,7,Beautiful Ruins,Jess Walter,2013,https://www.toptenbooks.net/dani-shapiro,,,
Top Ten Books,Dani Shapiro,8,Revolutionary Road,Richard Yates,1961,https://www.toptenbooks.net/dani-shapiro,,,
Top Ten Books,Dani Shapiro,9,Daniel Deronda,George Eliot,1874-76,https://www.toptenbooks.net/dani-shapiro,,,
Top Ten Books,Dani Shapiro,10,Runaway,Alice Munro,2004,https://www.toptenbooks.net/dani-shapiro,,,
Top Ten Books,David Anthony Durham,1,Beloved,Toni Morrison,1987,https://www.toptenbooks.net/david-anthony-durham,,,
Top Ten Books,David Anthony Durham,2,The Brothers Karamazov,Fyodor Dostoevsky,1880,https://www.toptenbooks.net/david-anthony-durham,,,
Top Ten Books,David Anthony Durham,3,The Book of Laughter and Forgetting,Milan Kundera,1978,https://www.toptenbooks.net/david-anthony-durham,,,
Top Ten Books,David Anthony Durham,4,Moby-Dick,Herman Melville,1851,https://www.toptenbooks.net/david-anthony-durham,,,
Top Ten Books,David Anthony Durham,5,The Green House,Mario Vargas Llosa,1965,https://www.toptenbooks.net/david-anthony-durham,,,
Top Ten Books,David Anthony Durham,6,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,1985,https://www.toptenbooks.net/david-anthony-durham,,,
Top Ten Books,David Anthony Durham,7,The Amazing Adventures of Kavalier & Clay,Michael Chabon,2000,https://www.toptenbooks.net/david-anthony-durham,,,
Top Ten Books,David Anthony Durham,8,The Famished Road,Ben Okri,1991,https://www.toptenbooks.net/david-anthony-durham,,,
Top Ten Books,David Anthony Durham,9,Dune,Frank Herbert,1965,https://www.toptenbooks.net/david-anthony-durham,,,
Top Ten Books,David Anthony Durham,10,Watership Down,Richard Adams,1972,https://www.toptenbooks.net/david-anthony-durham,,,
Top Ten Books,David Foster Wallace,1,The Screwtape Letters,C. S. Lewis,1942,https://www.toptenbooks.net/david-foster-wallace,,,
Top Ten Books,David Foster Wallace,2,The Stand,Stephen King,1978,https://www.toptenbooks.net/david-foster-wallace,,,
Top Ten Books,David Foster Wallace,3,Red Dragon,Thomas Harris,1981,https://www.toptenbooks.net/david-foster-wallace,,,
Top Ten Books,David Foster Wallace,4,The Thin Red Line,James Jones,1962,https://www.toptenbooks.net/david-foster-wallace,,,
Top Ten Books,David Foster Wallace,5,Fear of Flying,Erica Jong,1973,https://www.toptenbooks.net/david-foster-wallace,,,
Top Ten Books,David Foster Wallace,6,The Silence of the Lambs,Thomas Harris,1988,https://www.toptenbooks.net/david-foster-wallace,,,
Top Ten Books,David Foster Wallace,7,Stranger in a Strange Land,Robert A. Heinlein,1961,https://www.toptenbooks.net/david-foster-wallace,,,
Top Ten Books,David Foster Wallace,8,Fuzz,Ed McBain,1968,https://www.toptenbooks.net/david-foster-wallace,,,
Top Ten Books,David Foster Wallace,9,Alligator,Shelley Katz,1977,https://www.toptenbooks.net/david-foster-wallace,,,
Top Ten Books,David Foster Wallace,10,The Sum of All Fears,Tom Clancy,1991,https://www.toptenbooks.net/david-foster-wallace,,,
Top Ten Books,David Leavitt,1,In Search of Lost Time,Marcel Proust,1913-27,https://www.toptenbooks.net/david-leavitt,,,
Top Ten Books,David Leavitt,2,Middlemarch,George Eliot,1871-72,https://www.toptenbooks.net/david-leavitt,,,
Top Ten Books,David Leavitt,3,The Good Soldier,Ford Madox Ford,1915,https://www.toptenbooks.net/david-leavitt,,,
Top Ten Books,David Leavitt,4,Pale Fire,Vladimir Nabokov,1962,https://www.toptenbooks.net/david-leavitt,,,
Top Ten Books,David Leavitt,5,The Emigrants,W. G. Sebald,1992,https://www.toptenbooks.net/david-leavitt,,,
Top Ten Books,David Leavitt,6,A Legacy,Sybille Bedford,1956,https://www.toptenbooks.net/david-leavitt,,,
Top Ten Books,David Leavitt,7,The Importance of Being Earnest,Oscar Wilde,1895,https://www.toptenbooks.net/david-leavitt,,,
Top Ten Books,David Leavitt,8,A Far Cry from Kensington,Muriel Spark,1988,https://www.toptenbooks.net/david-leavitt,,,
Top Ten Books,David Leavitt,9,The Beginning of Spring,Penelope Fitzgerald,1988,https://www.toptenbooks.net/david-leavitt,,,
Top Ten Books,David Leavitt,10,Stories of Grace Paley,,,https://www.toptenbooks.net/david-leavitt,,,
Top Ten Books,David Lodge,1,The Odyssey,Homer,,https://www.toptenbooks.net/david-lodge,,,
Top Ten Books,David Lodge,2,Hamlet,William Shakespeare,1600,https://www.toptenbooks.net/david-lodge,,,
Top Ten Books,David Lodge,3,The Canterbury Tales,Geoffrey Chaucer,,https://www.toptenbooks.net/david-lodge,,,
Top Ten Books,David Lodge,4,Ulysses,James Joyce,1922,https://www.toptenbooks.net/david-lodge,,,
Top Ten Books,David Lodge,5,Emma,Jane Austen,1816,https://www.toptenbooks.net/david-lodge,,,
Top Ten Books,David Lodge,6,Middlemarch,George Eliot,1871-72,https://www.toptenbooks.net/david-lodge,,,
Top Ten Books,David Lodge,7,Anna Karenina,Leo Tolstoy,1877,https://www.toptenbooks.net/david-lodge,,,
Top Ten Books,David Lodge,8,Tristram Shandy,Laurence Sterne,1759-67,https://www.toptenbooks.net/david-lodge,,,
Top Ten Books,David Lodge,9,Madame Bovary,Gustave Flaubert,1857,https://www.toptenbooks.net/david-lodge,,,
Top Ten Books,David Lodge,10,Alice's Adventures in Wonderland,Lewis Carroll,1865,https://www.toptenbooks.net/david-lodge,,,
Top Ten Books,David Mitchell,1,The Duel,Anton Chekhov .,1891,https://www.toptenbooks.net/david-mitchell,,,
Top Ten Books,David Mitchell,2,1984,George Orwell,1948,https://www.toptenbooks.net/david-mitchell,,,
Top Ten Books,David Mitchell,3,Heart of Darkness,Joseph Conrad,1899,https://www.toptenbooks.net/david-mitchell,,,
Top Ten Books,David Mitchell,4,Sense and Sensibility,Jane Austen,1811,https://www.toptenbooks.net/david-mitchell,,,
Top Ten Books,David Mitchell,5,The Master and Margarita,Mikhail Bulgakov,1966,https://www.toptenbooks.net/david-mitchell,,,
Top Ten Books,David Mitchell,6,As I Lay Dying,William Faulkner,1930,https://www.toptenbooks.net/david-mitchell,,,
Top Ten Books,David Mitchell,7,Tom Jones,Henry Fielding,1749,https://www.toptenbooks.net/david-mitchell,,,
Top Ten Books,David Mitchell,8,Labyrinths,Jorge Luis Borges,1964,https://www.toptenbooks.net/david-mitchell,,,
Top Ten Books,David Mitchell,9,"W, or The Memory of Childhood",Georges Perec,1975,https://www.toptenbooks.net/david-mitchell,,,
Top Ten Books,David Mitchell,10,The Makioka Sisters,Junichiro Tanizaki,1943-48,https://www.toptenbooks.net/david-mitchell,,,
Top Ten Books,Denise Gess,1,Wuthering Heights,Emily Brontë,1847,https://www.toptenbooks.net/denise-gess,,,
Top Ten Books,Denise Gess,2,The Stranger,Albert Camus,1942,https://www.toptenbooks.net/denise-gess,,,
Top Ten Books,Denise Gess,3,Mrs. Bridge,Evan S. Connell,1959,https://www.toptenbooks.net/denise-gess,,,
Top Ten Books,Denise Gess,3,Mr. Bridge,Evan S. Connell,1969,https://www.toptenbooks.net/denise-gess,,,
Top Ten Books,Denise Gess,4,The Great Gatsby,F. Scott Fitzgerald,1925,https://www.toptenbooks.net/denise-gess,,,
Top Ten Books,Denise Gess,5,The Sheltering Sky,Paul Bowles,1949,https://www.toptenbooks.net/denise-gess,,,
Top Ten Books,Denise Gess,6,Dubliners,James Joyce,1916,https://www.toptenbooks.net/denise-gess,,,
Top Ten Books,Denise Gess,7,Beloved,Toni Morrison,1987,https://www.toptenbooks.net/denise-gess,,,
Top Ten Books,Denise Gess,8,Crime and Punishment,Fyodor Dostoevsky,1866,https://www.toptenbooks.net/denise-gess,,,
Top Ten Books,Denise Gess,9,Madame Bovary,Gustave Flaubert,1857,https://www.toptenbooks.net/denise-gess,,,
Top Ten Books,Denise Gess,10,Mrs. Dalloway,Virginia Woolf,1925,https://www.toptenbooks.net/denise-gess,,,
Top Ten Books,Dennis McFarland,1,The Ambassadors,Henry James,1903,https://www.toptenbooks.net/dennis-mcfarland,,,
Top Ten Books,Dennis McFarland,2,The Fountain Overflows,Rebecca West,1956,https://www.toptenbooks.net/dennis-mcfarland,,,
Top Ten Books,Dennis McFarland,3,Howards End,E. M. Forster,1921,https://www.toptenbooks.net/dennis-mcfarland,,,
Top Ten Books,Dennis McFarland,4,Stories of Flannery O'Connor,,1925-64,https://www.toptenbooks.net/dennis-mcfarland,,,
Top Ten Books,Dennis McFarland,5,The Regeneration trilogy,Pat Barker,1995,https://www.toptenbooks.net/dennis-mcfarland,,,
Top Ten Books,Dennis McFarland,6,Stories of John Cheever,,1912-82,https://www.toptenbooks.net/dennis-mcfarland,,,
Top Ten Books,Dennis McFarland,7,The Master,Colm Tóibín,2004,https://www.toptenbooks.net/dennis-mcfarland,,,
Top Ten Books,Dennis McFarland,8,Going to Meet the Man,James Baldwin,1965,https://www.toptenbooks.net/dennis-mcfarland,,,
Top Ten Books,Dennis McFarland,9,Tennessee Williams: Plays 1937–1955,,1944,https://www.toptenbooks.net/dennis-mcfarland,,,
Top Ten Books,Dennis McFarland,10,Dubliners,James Joyce,1916,https://www.toptenbooks.net/dennis-mcfarland,,,
Top Ten Books,Diana Abu-Jaber,1,The Arabian Nights: Tales from a Thousand and One Nights,,,https://www.toptenbooks.net/diana-abu-jaber,,,
Top Ten Books,Diana Abu-Jaber,2,The Book of Love: Poems of Ecstasy and Longing,Rumi,1707-1273,https://www.toptenbooks.net/diana-abu-jaber,,,
Top Ten Books,Diana Abu-Jaber,3,Middlemarch,George Eliot,1871-72,https://www.toptenbooks.net/diana-abu-jaber,,,
Top Ten Books,Diana Abu-Jaber,4,The stories of Anton Chekhov,,1860-1904,https://www.toptenbooks.net/diana-abu-jaber,,,
Top Ten Books,Diana Abu-Jaber,5,A Portrait of the Artist as a Young Man,James Joyce,1916,https://www.toptenbooks.net/diana-abu-jaber,,,
Top Ten Books,Diana Abu-Jaber,6,To the Lighthouse,Virginia Woolf,1927,https://www.toptenbooks.net/diana-abu-jaber,,,
Top Ten Books,Diana Abu-Jaber,7,Hamlet,William Shakespeare,1600,https://www.toptenbooks.net/diana-abu-jaber,,,
Top Ten Books,Diana Abu-Jaber,8,Lolita,Vladimir Nabokov,1955,https://www.toptenbooks.net/diana-abu-jaber,,,
Top Ten Books,Diana Abu-Jaber,9,The Catcher in the Rye,J. D. Salinger,1951,https://www.toptenbooks.net/diana-abu-jaber,,,
